kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,doroJuso,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A15807701,신정세양청마루,서울특별시 양천구 신정동 1306 신정세양청마루,분양,개별난방,44744.0,7,326.0,세양건설,신정세양제1주택조합,0226479648, ,아파트,서울특별시 양천구 목동남로2길 60-30,자치관리,계단식,20060712,0226479649,326.0,32883.07,73.0,253.0,0.0,0.0,25878.48,1147010100,15.0,15.0,1.0,11.0,08105
A15807702,목동2차삼성래미안,서울특별시 양천구 신정동 1295 목동2차삼성래미안,분양,지역난방,49804.47,6,353.0,삼성물산,삼성물산,0267341840, ,아파트,서울특별시 양천구 목동남로4길 81,위탁관리,혼합식,20011106,0226521840,353.0,27498.06,179.0,104.0,70.0,0.0,27498.06,1147010100,16.0,16.0,2.0,11.0,08101
A15807703,목동2차우성,서울특별시 양천구 신정동 337 목동2차우성,분양,지역난방,166714.39,12,1140.0,우성건설,우성건설,0226524696, ,아파트,서울특별시 양천구 목동남로4길 6-23,위탁관리,계단식,20000318,0267344695,1140.0,136751.77,0.0,717.0,423.0,0.0,109100.25,1147010100,18.0,18.0,0.0,35.0,08104
A15807704,목동2차우성임대,서울특별시 양천구 신정동 337-2 목동2차우성임대,임대,지역난방,61149.6,3,1140.0,우성건설(주),SH공사,0226440460, ,아파트,서울특별시 양천구 목동남로4길 6-46,위탁관리,복도식,20000318,0226440563,1140.0,61149.6,1140.0,0.0,0.0,0.0,37346.4,1147010100,15.0,15.0,0.0,9.0,08104
A15807705,목동11단지,서울특별시 양천구 신정동 325 목동11단지,분양,지역난방,140912.14,19,1595.0,"남광건설 ,진흥건설",서울도시개발,0267349993, ,아파트,서울특별시 양천구 목동동로 10,위탁관리,혼합식,19881003,0226498135,1595.0,137414.03,760.0,835.0,0.0,0.0,95053.92,1147010100,15.0,15.0,0.0,30.0,08098
A15807706,목동12단지,서울특별시 양천구 신정동 326 목동12단지,분양,지역난방,161791.25,26,1860.0,서울시도시개발공사,서울시도시개발공사,0226496061,목동12단지.apti.co.kr/,아파트,서울특별시 양천구 목동동로 50,위탁관리,혼합식,19881006,0226496062,1860.0,157851.84,470.0,1390.0,0.0,0.0,125285.22,1147010100,15.0,15.0,0.0,24.0,08097
A15807707,신정양천,서울특별시 양천구 신정동 276 신정양천,임대,지역난방,176355.48,16,2998.0,"풍린, 진흥",sh공사,0226438093, ,아파트,서울특별시 양천구 목동로3길 41,위탁관리,복도식,19951211,0226438096,2998.0,151761.94,2998.0,0.0,0.0,0.0,108148.38,1147010100,15.0,15.0,1.0,42.0,08100
A15809002,신정이펜하우스2단지,서울특별시 양천구 신정동 1322 신정이펜하우스2단지,혼합,지역난방,79442.78,20,471.0,금호건설,SH공사,0226020287,www.sjippen2.com,아파트,서울특별시 양천구 신정이펜2로 55,위탁관리,계단식,20110418,0226020288,472.0,52407.82,109.0,263.0,99.0,0.0,39672.09,1147010100,7.0,7.0,0.0,45.0,08045
A15870701,신정이펜하우스1단지(총세대 기준),서울특별시 양천구 신정동 1321 신정이펜하우스1단지(총세대 기준),혼합,지역난방,70704.68,12,466.0,(주)한진중공업,SH공사,0226010796, ,아파트,서울특별시 양천구 신정이펜1로 99,위탁관리,혼합식,20110729,0226010797,467.0,47401.92,169.0,231.0,66.0,0.0,37059.53,1147010100,12.0,12.0,3.0,0.0,08046
A15873701,목동10단지,서울특별시 양천구 신정동 311 목동10단지,분양,지역난방,236932.16,34,2160.0,"삼호, 동양고속",서울시목동지구개발사업소,0226482798,www.mok10.co.kr,아파트,서울특별시 양천구 목동서로 400,위탁관리,혼합식,19870730,0226422956,2160.0,187941.86,570.0,584.0,921.0,85.0,187966.25,1147010100,15.0,15.0,0.0,48.0,08090
A15873902,양천중앙하이츠,서울특별시 양천구 신정동 1314 양천중앙하이츠,분양,개별난방,55934.65,4,241.0,(주)중앙건설,GB 컨설턴트,0226475937, ,아파트,서울특별시 양천구 목동남로2길 60-7,위탁관리,계단식,20100202,0226475938,241.0,38129.64,0.0,0.0,171.0,70.0,31571.72,1147010100,15.0,15.0,3.0,9.0,08105
